1: Wei Liu, weight = 3522
802: Kawal S. Rhode, weight = 790
803: Jiebo Luo, weight = 790
804: Hao Chen, weight = 789
805: Lei Chen 0002, weight = 789
806: Ramesh Govindan, weight = 789
807: Elizabeth Chang, weight = 788
808: Kazuya Takeda, weight = 788
809: Harald Haas, weight = 788
810: Jing Huang, weight = 788
811: Feng Tian, weight = 787
812: Rachid Guerraoui, weight = 787
813: Srinivas Devadas, weight = 787
814: Li Shen, weight = 787
815: Deborah Estrin, weight = 787
816: Wei Gao, weight = 785
817: Shaoqian Li, weight = 784
818: Hossam S. Hassanein, weight = 784
819: Christopher G. Chute, weight = 783
820: Georg Gottlob, weight = 783
821: Zhong Chen, weight = 783
822: Stephen M. J. Searle, weight = 782
823: Qiang Huang, weight = 782
824: Saeid Nahavandi, weight = 781
825: Dieter Schmalstieg, weight = 781
826: Yueting Zhuang, weight = 781
827: David E. Culler, weight = 780
828: Heinrich Meyr, weight = 780
829: Xinbo Gao, weight = 779
830: Jie Lu, weight = 778
831: Jieping Ye, weight = 778
832: Dong Chen, weight = 778
833: Xiaobo Zhou, weight = 778
834: Kensaku Mori, weight = 777
835: Reza Razavi, weight = 777
836: Giancarlo Mauri, weight = 777
837: Chin-Hui Lee, weight = 776
838: Yang Yu, weight = 775
839: Takafumi Aoki, weight = 775
840: Michael Kaufmann 0001, weight = 774
841: Young-Koo Lee, weight = 774
842: Ling Chen, weight = 774
843: Kotagiri Ramamohanarao, weight = 774
844: Gunter Saake, weight = 774
845: Yi-Ping Hung, weight = 774
846: Maxime Sermesant, weight = 773
847: Enhong Chen, weight = 773
848: Gerhard J. Woeginger, weight = 773
849: Wei Zhao, weight = 772
850: Bo Li 0001, weight = 771
851: Hui Xiong, weight = 771
852: MengChu Zhou, weight = 770
853: Oscar Pastor, weight = 769
854: Guang R. Gao, weight = 769
855: Yutaka Hata, weight = 768
856: Costas S. Iliopoulos, weight = 768
857: Feng Gao, weight = 768
858: Scott Klasky, weight = 768
859: Bronis R. de Supinski, weight = 768
860: Gregory M. P. O'Hare, weight = 767
861: Jing Xu, weight = 767
862: Henk Corporaal, weight = 766
863: Rudy Lauwereins, weight = 766
864: Jiangchuan Liu, weight = 766
865: Xiang-Gen Xia, weight = 765
866: Kwan-Liu Ma, weight = 765
867: Henning Hermjakob, weight = 764
868: Ying Xu, weight = 764
869: Kai Zhang, weight = 764
870: Hiroshi Ishii, weight = 764
871: Satoshi Matsuoka, weight = 763
872: Xu Li, weight = 763
873: Jorge Urrutia, weight = 763
874: Patrick Olivier, weight = 762
875: Bin Chen, weight = 762
876: Hartmut Ehrig, weight = 762
877: Lei Xie, weight = 762
878: Gordon S. Blair, weight = 762
879: José Meseguer, weight = 761
880: Yi Ma, weight = 760
881: Wentong Cai, weight = 760
882: Max Mühlhäuser, weight = 760
883: Tamio Arai, weight = 760
884: Jun Yu, weight = 759
885: Alex Bateman, weight = 759
886: Cláudio T. Silva, weight = 759
887: Richard McClatchey, weight = 758
888: Ming-Syan Chen, weight = 758
889: Martial Hebert, weight = 758
890: Yici Cai, weight = 757
891: Ramjee Prasad, weight = 757
892: Héctor Pomares, weight = 756
893: Yan Yan, weight = 756
894: Oswin Aichholzer, weight = 756
895: Damian Smedley, weight = 756
896: Zhi Wang, weight = 756
897: Peer Bork, weight = 756
898: Zhen Wang, weight = 755
899: Cheng Zhang, weight = 754
900: Masaru Kitsuregawa, weight = 754
901: Xuemin Lin, weight = 754
902: Dimitrios Tzovaras, weight = 753
903: Bing Wang, weight = 753
904: Rajeev Thakur, weight = 753
905: Jocelyn Chanussot, weight = 752
906: Tho Le-Ngoc, weight = 752
907: Peng Xu, weight = 751
908: Jürgen Schmidhuber, weight = 751
909: John M. Cioffi, weight = 751
910: S. Muthukrishnan, weight = 751
911: Siwei Ma, weight = 751
912: Mengjie Zhang, weight = 750
913: Miodrag Potkonjak, weight = 750
914: Robert K. Brayton, weight = 750
915: Tian He, weight = 750
916: Shrikanth S. Narayanan, weight = 750
917: Yueh-Min Huang, weight = 750
918: Zhao Zhang, weight = 750
919: Wei Sun, weight = 749
920: Manuel Graña, weight = 749
921: Stefan Decker, weight = 749
922: Irith Pomeranz, weight = 749
923: Daniel Cohen-Or, weight = 748
924: Zhiwen Yu, weight = 748
925: Hiroshi Kawaguchi, weight = 747
926: Arjan Durresi, weight = 747
927: Mark Billinghurst, weight = 747
928: Sheng Chen 0001, weight = 746
929: Margaret J. Wright, weight = 746
930: José Neves, weight = 746
931: Amos Bairoch, weight = 745
932: Robert Stevens, weight = 744
933: Fiona Cunningham, weight = 744
934: Deborah L. McGuinness, weight = 744
935: Alex Pentland, weight = 743
936: Xing Zhang, weight = 743
937: Swagatam Das, weight = 742
938: Caetano Traina Jr., weight = 742
939: Michael G. Strintzis, weight = 742
940: Edmund M. Clarke, weight = 741
941: Bo Zhou, weight = 741
942: David Peleg, weight = 741
943: Weiming Hu, weight = 741
944: Shuzhi Sam Ge, weight = 740
945: Johannes Gehrke, weight = 740
946: Christos Bouras, weight = 740
947: Nan Li, weight = 740
948: Ebroul Izquierdo, weight = 739
949: Chao-Tung Yang, weight = 739
950: Jianhua Zhang, weight = 739
951: Krithi Ramamritham, weight = 739
952: Jay F. Nunamaker Jr., weight = 739
953: Yu Cheng, weight = 738
954: George J. Pappas, weight = 738
955: Donato Malerba, weight = 738
956: Bin Zhou, weight = 738
957: Zhi-Hua Zhou, weight = 738
958: Li Zhao, weight = 738
959: Andreas Zell, weight = 737
960: Gonzalo Navarro, weight = 737
961: Scott A. Mahlke, weight = 737
962: Stephen J. Trevanion, weight = 737
963: H. V. Jagadish, weight = 737
964: Peter Stone, weight = 737
965: Masahiko Yoshimoto, weight = 737
966: Ming C. Lin, weight = 736
967: Janusz Rajski, weight = 736
968: Kurt Mehlhorn, weight = 736
969: Marco Dorigo, weight = 735
970: Feng Pan, weight = 735
971: Thomas Seidl 0001, weight = 735
972: Jia Li, weight = 735
973: Panos M. Pardalos, weight = 735
974: Min Tan, weight = 734
975: Giuseppe Liotta, weight = 734
976: Xiaohua Hu, weight = 734
977: Minoru Asada, weight = 734
978: Peter M. A. Sloot, weight = 734
979: Anupam Joshi, weight = 733
980: Yonghui Li, weight = 733
981: Feng Yang, weight = 733
982: Tomoki Toda, weight = 732
983: Sy-Yen Kuo, weight = 731
984: Tatsuo Arai, weight = 731
985: Weijia Jia, weight = 731
986: Mung Chiang, weight = 730
987: Lei Zhang 0006, weight = 730
988: Jean-Philippe Thiran, weight = 730
989: Alin Albu-Schäffer, weight = 730
990: Kouichi Sakurai, weight = 729
991: Manfred Reichert, weight = 729
992: Catholijn M. Jonker, weight = 729
993: Adrián Cristal, weight = 728
994: Ying-Chang Liang, weight = 728
995: Hong Yan, weight = 728
996: Martin L. Demaine, weight = 727
997: Kun Wang, weight = 727
998: Hajime Asama, weight = 727
999: Franco Zambonelli, weight = 727
1000: Jian Xu, weight = 727
1001: Maurizio Lenzerini, weight = 727
1002: Jie Tian, weight = 727
1003: Jun He, weight = 726
1004: Hongxun Yao, weight = 726
1005: Onur Mutlu, weight = 726
1006: Wang-Chien Lee, weight = 726
1007: Bo Yang, weight = 726
1008: Preben E. Mogensen, weight = 725
1009: David S. Ebert, weight = 724
1010: Zheng Zhang, weight = 724
1011: Dong Liu, weight = 724
1012: Satoru Miyano, weight = 723
1013: Ophir Frieder, weight = 722
1014: Ling Li, weight = 722
1015: James C. Gee, weight = 722
1016: Jie Yang 0002, weight = 722
1017: Yun Yang, weight = 721
1018: Pascal Fua, weight = 721
1019: Dusit Niyato, weight = 721
1020: Jaakko Astola, weight = 721
1021: Martin Vetterli, weight = 721
1022: Giorgio Metta, weight = 720
1023: Hussein T. Mouftah, weight = 720
1024: V. S. Subrahmanian, weight = 720
1025: Yu-Chee Tseng, weight = 719
1026: Xingwei Wang, weight = 719
1027: Hanspeter Pfister, weight = 719
1028: Jianfeng Ma, weight = 719
1029: Georges G. E. Gielen, weight = 718
1030: Xiqi Gao, weight = 718
1031: Petar Popovski, weight = 718
1032: Hong Shen, weight = 718
1033: Pascal Frossard, weight = 717
1034: Umeshwar Dayal, weight = 717
1035: Lihua Xie, weight = 717
1036: Edward R. Dougherty, weight = 717
1037: Rongrong Ji, weight = 717
1038: Peng Yang, weight = 717
1039: Juha Plosila, weight = 716
1040: Jin Liu, weight = 716
1041: Arnaud Virazel, weight = 716
1042: Hui Xu, weight = 715
1043: Baowen Xu, weight = 715
1044: Qiang Chen, weight = 715
1045: Tughrul Arslan, weight = 715
1046: Xiaoyu Song, weight = 714
1047: Wei Guo, weight = 714
1048: Yue Zhang, weight = 714
1049: Jing Zhao, weight = 714
1050: Lei Zhao, weight = 713
1051: Xi Wang, weight = 713
1052: Shlomi Dolev, weight = 713
1053: Na Li, weight = 713
1054: Fan Wu, weight = 713
1055: Jian Lu, weight = 713
1056: Jan Marco Leimeister, weight = 713
1057: Stefan Schulz, weight = 712
1058: Franco Fummi, weight = 712
1059: Matti Latva-aho, weight = 712
1060: Changshui Zhang, weight = 712
1061: Lin Wang, weight = 712
1062: Lizhe Wang, weight = 711
1063: Xiao Qin, weight = 711
1064: Amin Vahdat, weight = 711
1065: Russell H. Taylor, weight = 710
1066: Li Yang, weight = 710
1067: Anand Raghunathan, weight = 709
1068: Eric P. Xing, weight = 709
1069: Enrique Alba, weight = 709
1070: Enrique Herrera-Viedma, weight = 709
1071: Prasant Mohapatra, weight = 708
1072: Hans Hagen, weight = 708
1073: Stephen G. Kobourov, weight = 708
1074: Grzegorz Rozenberg, weight = 707
1075: Xing Xie, weight = 707
1076: Chengqi Zhang, weight = 707
1077: Zhaoyang Zhang 0001, weight = 706
1078: Takayuki Kanda, weight = 706
1079: Ivan Stojmenovic, weight = 706
1080: Jon W. Mark, weight = 706
1081: Meikang Qiu, weight = 705
1082: Yan Xu, weight = 705
1083: Michael Beetz, weight = 705
1084: Jun Han, weight = 705
1085: Alexander J. Smola, weight = 705
1086: John H. L. Hansen, weight = 705
1087: Hui Zhao, weight = 705
1088: Hoi-Jun Yoo, weight = 705
1089: Luciano Lavagno, weight = 705
1090: Michael Hübner, weight = 704
1091: Li Liu, weight = 704
1092: Yongdong Zhang, weight = 704
1093: Kotaro Hirasawa, weight = 704
1094: Yoshinobu Sato, weight = 704
1095: Daesik Hong, weight = 704
1096: Johan A. K. Suykens, weight = 703
1097: Hang Li, weight = 703
1098: Dimitra Simeonidou, weight = 703
1099: Rosa M. Badia, weight = 703
1100: Rolf Niedermeier, weight = 702
1101: Stephen H. Bryant, weight = 701
1102: Lingyang Song, weight = 701
1103: Pierangela Samarati, weight = 701
1104: Dan Wu, weight = 701
1105: Sabine Van Huffel, weight = 700
1106: Paola Mello, weight = 700
1107: Eduard H. Hovy, weight = 700
1108: Xuan Wang, weight = 700
1109: Hui Chen, weight = 700
1110: Robert B. Ross, weight = 700
1111: Jianer Chen, weight = 700
1112: Neda Jahanshad, weight = 699
1113: Hongbin Zha, weight = 698
1114: Takayasu Sakurai, weight = 698
1115: Cong Wang, weight = 698
1116: Mitsuhisa Sato, weight = 698
1117: Tamer Basar, weight = 698
1118: Anthony A. Maciejewski, weight = 698
1119: Michael T. Goodrich, weight = 698
1120: Edward J. Delp, weight = 697
1121: Jianwei Zhang 0001, weight = 697
1122: Amit Sahai, weight = 697
1123: Heinz Wörn, weight = 697
1124: Andrea De Lucia, weight = 696
1125: Min Zhang, weight = 696
1126: Helen E. Parkinson, weight = 696
1127: Yen-Wei Chen, weight = 696
1128: Ming Gu, weight = 696
1129: Liang Wang, weight = 696
1130: Marlon Dumas, weight = 696
1131: Ness B. Shroff, weight = 696
1132: Lei Chen, weight = 695
1133: Wen-mei W. Hwu, weight = 695
1134: Hongfang Liu, weight = 695
1135: Niraj K. Jha, weight = 695
1136: Kwang-Ting Cheng, weight = 695
1137: Norman C. Beaulieu, weight = 695
1138: Kaoru Hirota, weight = 694
1139: Tao Huang, weight = 694
1140: Jie Yang, weight = 694
1141: Shinichi Tamura, weight = 693
1142: Dragan Gasevic, weight = 693
1143: Kang Li, weight = 693
1144: Keiichi Tokuda, weight = 693
1145: Thomas Wiegand, weight = 693
1146: Bin Zhang, weight = 692
1147: Chang Wen Chen, weight = 692
1148: Michael Wooldridge, weight = 692
1149: Kazuhiro Nakadai, weight = 692
1150: Subhasish Mitra, weight = 692
1151: Dimitrios I. Fotiadis, weight = 692
1152: Stefano Giordano, weight = 692
1153: Tei-Wei Kuo, weight = 691
1154: Chunming Qiao, weight = 691
1155: Hong Zhu, weight = 691
1156: Derek L. G. Hill, weight = 691
1157: El-Ghazali Talbi, weight = 689
1158: Xiaofeng Wang, weight = 689
1159: Mugen Peng, weight = 688
1160: Marco Conti, weight = 688
1161: Isabelle Bloch, weight = 688
1162: Dengguo Feng, weight = 688
1163: Hiroaki Kitano, weight = 687
1164: Wenjun Zhang 0001, weight = 687
1165: Ming Zhou, weight = 687
1166: Depeng Jin, weight = 687
1167: Kai Liu, weight = 687
1168: Vladik Kreinovich, weight = 686
1169: Petia Radeva, weight = 686
1170: Marcus A. Magnor, weight = 686
1171: Tanja Schultz, weight = 686
1172: John M. Carroll, weight = 686
1173: Stefan Schmid, weight = 686
1174: Tak Wah Lam, weight = 685
1175: Pavan Balaji, weight = 685
1176: Peter Loos, weight = 685
1177: Ekram Hossain, weight = 685
1178: Jean-Yves Tourneret, weight = 684
1179: Liang Li, weight = 684
1180: Carlos García Puntonet, weight = 684
1181: Jing Gao, weight = 684
1182: Juan Julián Merelo Guervós, weight = 684
1183: Anand Sivasubramaniam, weight = 683
1184: Ravi Kumar, weight = 683
1185: Patrick Gallinari, weight = 683
1186: Serge Abiteboul, weight = 683
1187: Iain B. Collings, weight = 683
1188: Qiang Zhou, weight = 682
1189: Lei Huang, weight = 682
1190: Shu-Ching Chen, weight = 682
1191: Yuan Gao, weight = 681
1192: Jun'ichi Tsujii, weight = 681
1193: Vincent K. N. Lau, weight = 681
1194: Qing Yang, weight = 681
1195: Aly A. Farag, weight = 681
1196: Wei Song, weight = 680
1197: Genoveffa Tortora, weight = 680
1198: Luc Vandendorpe, weight = 680
1199: Xu Wang, weight = 679
1200: Yonina C. Eldar, weight = 679
1201: Cheng-Wen Wu, weight = 679
1202: Guoren Wang, weight = 679
1203: Robert B. France, weight = 679
1204: Hua Li, weight = 679
1205: Yannis E. Ioannidis, weight = 679
1206: Jun Xu, weight = 678
1207: Giuseppe De Giacomo, weight = 678
1208: Geyong Min, weight = 678
1209: Kinshuk, weight = 678
1210: Ying Wu, weight = 678
1211: Xiaodong Li, weight = 678
1212: Xin Xu, weight = 678
1213: Pin-Han Ho, weight = 677
1214: Keikichi Hirose, weight = 677
1215: Antonio Puliafito, weight = 677
1216: Massimiliano Di Penta, weight = 677
1217: Eckehard G. Steinbach, weight = 677
1218: Xiaowei Li 0001, weight = 677
1219: Yang Cao, weight = 677
1220: Romano Fantacci, weight = 677
1221: Sharad Mehrotra, weight = 676
1222: Lionel Torres, weight = 676
1223: Helge J. Ritter, weight = 676
1224: Li Yu, weight = 676
1225: Jianhua Ma, weight = 676
1226: Xavier Martorell, weight = 676
1227: Bin Hu, weight = 675
1228: Emilio Corchado, weight = 675
1229: Praveen Raghavan, weight = 675
1230: Shaojie Tang, weight = 675
1231: Donald Kossmann, weight = 675
1232: Paolo Rosso, weight = 675
1233: Xiaoli Li, weight = 675
1234: Meng Zhang, weight = 675
1235: Peng Cheng, weight = 674
1236: Yishay Mansour, weight = 674
1237: Osvaldo Simeone, weight = 674
1238: Bin Yang, weight = 674
1239: Yong Xue, weight = 674
1240: Athanasios K. Tsakalidis, weight = 673
1241: Kai-Kit Wong, weight = 672
1242: Bin Xu, weight = 672
1243: Nikos Paragios, weight = 672
1244: Yusuf Leblebici, weight = 672
1245: Péter Kacsuk, weight = 671
1246: Gregory D. Abowd, weight = 671
1247: Xavier Pennec, weight = 671
1248: Alfons Kemper, weight = 671
1249: Chunyan Miao, weight = 671
1250: Qunsheng Peng, weight = 670
1251: Ian F. Akyildiz, weight = 670
1252: Randy H. Katz, weight = 670
1253: Paulo Romero Martins Maciel, weight = 670
1254: Muhammad Ali Imran, weight = 670
1255: Shouyang Wang, weight = 669
1256: Feng Xia, weight = 669
1257: Mitsuru Ishizuka, weight = 669
1258: Heinrich H. Bülthoff, weight = 669
1259: Pietro Manzoni, weight = 668
1260: Zakaria Maamar, weight = 668
1261: Rui Dinis, weight = 668
1262: Rongxing Lu, weight = 668
1263: Yi Xu, weight = 667
1264: Liang Liu, weight = 667
1265: Mubarak Shah, weight = 667
1266: Wei Xiong, weight = 667
1267: Adrian Perrig, weight = 667
1268: Stephen T. C. Wong, weight = 667
1269: Hongke Zhang, weight = 666
1270: Jaime G. Carbonell, weight = 666
1271: Emilio Frazzoli, weight = 665
1272: Wei Dai, weight = 665
1273: Javier Herrero, weight = 665
1274: Dan Suciu, weight = 665
1275: Carl-Fredrik Westin, weight = 664
1276: Michiel H. M. Smid, weight = 664
1277: Duncan S. Wong, weight = 664
1278: Carles Sierra, weight = 664
1279: Yannis Manolopoulos, weight = 664
1280: Christof Paar, weight = 664
1281: Yong Liang Guan, weight = 664
1282: Rolf Ernst, weight = 664
1283: Feng Lin, weight = 663
1284: Lori Lamel, weight = 663
1285: Youxian Sun, weight = 663
1286: Junwei Han, weight = 662
1287: Bruce Fischl, weight = 662
1288: Andreas Kähäri, weight = 661
1289: Baining Guo, weight = 661
1290: Óscar Corcho, weight = 661
1291: Eugene Kulesha, weight = 660
1292: Agma J. M. Traina, weight = 660
1293: Xavier Franch, weight = 660
1294: Jennifer Rexford, weight = 659
1295: Zhenfu Cao, weight = 659
1296: Gábor Székely, weight = 658
1297: Daniel Cremers, weight = 658
1298: Jianmin Wang 0001, weight = 658
1299: Ming Lei, weight = 658
1300: Hujun Bao, weight = 658
1301: Yuan Zhang, weight = 658
1302: Jeffrey F. Naughton, weight = 658
1303: Roy H. Campbell, weight = 657
1304: Gregory D. Hager, weight = 657
1305: Prashant J. Shenoy, weight = 657
1306: Qing He, weight = 657
1307: Jaap Kamps, weight = 657
1308: Alan C. Bovik, weight = 657
1309: Valerio Pascucci, weight = 657
1310: Rong Zhang, weight = 656
1311: Xiangjian He, weight = 656
1312: Javier Ramírez, weight = 656
1313: Yan Yang, weight = 656
1314: Joseph V. Hajnal, weight = 656
1315: Christos V. Verikoukis, weight = 656
1316: Ruimin Hu, weight = 655
1317: Antonio González 0001, weight = 655
1318: Ricardo A. Baeza-Yates, weight = 655
1319: Cees de Laat, weight = 655
1320: Xiaohong Jiang, weight = 655
1321: Juan-Carlos Cano, weight = 654
1322: Laxmikant V. Kalé, weight = 654
1323: Yanchun Zhang, weight = 654
1324: Takeo Igarashi, weight = 654
1325: Longbing Cao, weight = 653
1326: Jano Moreira de Souza, weight = 652
1327: Nicola Leone, weight = 652
1328: Wen-Lian Hsu, weight = 652
1329: Hao Jiang, weight = 652
1330: J. Michael Cherry, weight = 652
1331: Yusheng Ji, weight = 651
1332: Yves Le Traon, weight = 650
1333: Laurence T. Yang, weight = 650
1334: Xiaodong Zhang 0001, weight = 650
1335: Frank van Harmelen, weight = 650
1336: Boleslaw K. Szymanski, weight = 650
1337: John Shawe-Taylor, weight = 649
1338: Tamim Asfour, weight = 649
1339: Wenping Wang, weight = 649
1340: Ramesh Jain, weight = 649
1341: Pheng-Ann Heng, weight = 648
1342: Yunhong Wang, weight = 648
1343: Sahin Albayrak, weight = 648
1344: Paul Lukowicz, weight = 648
1345: Zhiying Wang, weight = 647
1346: Daniel Weiskopf, weight = 647
1347: Giuliano Antoniol, weight = 647
1348: Lisandro Zambenedetti Granville, weight = 647
1349: Timos K. Sellis, weight = 647
1350: Mariano Alcañiz Raya, weight = 646
1351: Axel Jantsch, weight = 646
1352: Alexandru Nicolau, weight = 646
1353: Joost-Pieter Katoen, weight = 646
1354: Uwe Aickelin, weight = 646
1355: Frédéric Cuppens, weight = 646
1356: Ugo Montanari, weight = 645
1357: David Taniar, weight = 645
1358: Thomas Sikora, weight = 645
1359: F. Richard Yu, weight = 645
1360: Jan M. Rabaey, weight = 645
1361: Cyrus Shahabi, weight = 645
1362: Yoshitaka Shibata, weight = 644
1363: Feng Shi, weight = 644
1364: Christos H. Papadimitriou, weight = 644
1365: Mourad Debbabi, weight = 644
1366: Henri E. Bal, weight = 644
1367: Erik Mannens, weight = 643
